"id","date","scheme_name","scheme_type","scheme_category","no_of_schemes","no_of_folios","fund_mobilized","repurchase_redemption","net_inflow_outflow","net_aum","avg_net_aum","no_of_segregated_portfolios","net_aum_in_segregated_portfolios"
1056,"01-01-2020","Index Funds","Open ended Schemes","Other Schemes",32.0,454684.0,628.31,481.48,146.83,7944.45,8081.57,"",""
1057,"01-01-2020","GOLD ETF","Open ended Schemes","Other Schemes",11.0,461302.0,226.19,24.05,202.14,6207.0,5938.76,"",""
1058,"01-01-2020","Other ETFs","Open ended Schemes","Other Schemes",76.0,1620693.0,5796.8,3924.07,1872.73,175309.33,178595.65,"",""
1059,"01-01-2020","Fund of funds investing overseas","Open ended Schemes","Other Schemes",29.0,163213.0,168.98,45.51,123.47,2815.59,2741.76,"",""
1060,"01-01-2020","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",739.0,854887.0,162.08,503.54,-341.47,139514.33,139147.13,"",""
1061,"01-01-2020","Capital Protection Oriented Schemes ","Close Ended Schemes","Income/Debt Oriented Schemes",30.0,118305.0,0.0,34.39,-34.39,4720.02,4729.17,"",""
1062,"01-01-2020","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",9.0,89.0,0.0,0.0,0.0,2411.29,2406.21,"",""
1063,"01-01-2020","Other Debt","Close Ended Schemes","Income/Debt Oriented Schemes",33.0,83390.0,0.0,48.16,-48.16,3518.01,3708.78,"",""
1064,"01-01-2020","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",25.0,474309.0,0.0,28.3,-28.3,4409.11,4412.48,"",""
1065,"01-01-2020","Others","Close Ended Schemes","Growth/Equity Oriented Schemes",91.0,1245179.0,0.0,301.32,-301.32,29403.9,29724.34,"",""
1066,"01-01-2020","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
1067,"01-01-2020","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",23.0,3974.0,0.02,2.19,-2.17,1531.71,1529.54,"",""
1068,"01-01-2020","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
1069,"01-01-2020","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
1070,"01-01-2021","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",30.0,119101.0,246162.7,245492.59,670.12,65996.7,84959.22,0.0,0.0
1071,"01-01-2021","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",38.0,2202369.0,232868.38,278184.08,-45315.69,337311.47,381854.18,0.0,0.0
1072,"01-01-2021","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",29.0,781845.0,20705.74,20154.13,551.61,100909.1,103669.34,1.0,24.0698
1073,"01-01-2021","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,1234822.0,24023.69,32064.46,-8040.77,142318.35,145648.67,3.0,11.92
1074,"01-01-2021","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,471544.0,21301.9,22345.26,-1043.37,86527.91,90416.01,0.0,0.0
1075,"01-01-2021","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,708955.0,14130.45,7237.82,6892.63,164590.57,164644.7,3.0,11.24
1076,"01-01-2021","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",17.0,293185.0,2381.29,539.54,1841.75,31228.26,30539.34,7.0,327.2124
1077,"01-01-2021","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,125993.0,244.44,646.98,-402.54,11807.15,12011.6,1.0,15.11
1078,"01-01-2021","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",2.0,30991.0,34.53,56.7,-22.16,2569.64,2569.65,0.0,0.0
1079,"01-01-2021","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,291870.0,1374.26,589.11,785.15,27543.82,27274.98,4.0,128.46
1080,"01-01-2021","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,707062.0,13610.21,8181.7,5428.51,164006.5,165402.65,0.0,0.0
1081,"01-01-2021","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",18.0,332923.0,874.31,507.87,366.44,28967.11,28756.35,10.0,263.7717
1082,"01-01-2021","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,399446.0,9473.38,7733.26,1740.12,127518.9,129212.03,0.0,0.0
1083,"01-01-2021","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,227141.0,790.81,831.43,-40.62,18532.45,18502.28,0.0,0.0
1084,"01-01-2021","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",4.0,61477.0,119.35,67.76,51.6,1650.49,1637.8,0.0,0.0
1085,"01-01-2021","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",8.0,240677.0,7189.17,4060.69,3128.48,62638.32,61978.39,0.0,0.0
1086,"01-01-2021","Multi Cap Fund  $$","Open ended Schemes","Growth/Equity Oriented Schemes",19.0,5375283.0,-10352.67,-13210.57,2857.9,87826.7,92144.71,0.0,0.0
1087,"01-01-2021","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",32.0,10376428.0,3513.96,6367.4,-2853.43,166019.81,174416.72,0.0,0.0
1088,"01-01-2021","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,4883422.0,1992.7,2180.13,-187.43,68648.73,70947.4,0.0,0.0
1089,"01-01-2021","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,6467362.0,2503.72,3710.06,-1206.33,102869.2,106640.77,0.0,0.0
1090,"01-01-2021","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,4972903.0,1452.37,3024.73,-1572.36,61157.87,63386.08,0.0,0.0
1091,"01-01-2021","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",7.0,504013.0,146.75,146.54,0.22,6197.41,6431.88,0.0,0.0
1092,"01-01-2021","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",18.0,3786224.0,789.04,2428.66,-1639.63,57397.37,60102.74,0.0,0.0
1093,"01-01-2021","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",25.0,3801726.0,1656.82,2141.46,-484.64,62154.94,64857.52,0.0,0.0
1094,"01-01-2021","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",105.0,7692383.0,7412.26,4826.02,2586.24,89007.4,90312.16,0.0,0.0
1095,"01-01-2021","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",42.0,12369006.0,1566.91,2386.99,-820.09,114506.31,119814.16,0.0,0.0
1096,"01-01-2021","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",16.0,4195334.0,13448.56,19382.23,-5933.67,75613.66,78461.85,0.0,0.0
1097,"01-01-2021","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",21.0,377612.0,364.38,293.01,71.37,12213.02,12286.13,2.0,41.77
1098,"01-01-2021","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",34.0,4778841.0,1692.82,5070.22,-3377.4,116666.88,122067.16,2.0,9.3273
1099,"01-01-2021","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",23.0,2710511.0,3688.53,3030.17,658.37,97981.36,100992.68,0.0,0.0
1100,"01-01-2021","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",10.0,713401.0,415.42,644.26,-228.84,13698.39,14876.36,0.0,0.0
1101,"01-01-2021","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",27.0,416786.0,8305.47,3070.6,5234.86,67054.92,70927.03,0.0,0.0
1102,"01-01-2021","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",23.0,288987.0,269.88,486.51,-216.63,9628.99,10094.59,2.0,25.8129
1103,"01-01-2021","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",21.0,2544208.0,173.04,178.08,-5.04,11806.71,12117.9,0.0,0.0
1104,"01-01-2021","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2887000.0,62.67,53.76,8.91,10245.28,10484.64,0.0,0.0
1105,"01-01-2021","Index Funds","Open ended Schemes","Other Schemes",37.0,868220.0,1268.32,814.59,453.73,15359.02,15787.29,0.0,0.0
1106,"01-01-2021","GOLD ETF","Open ended Schemes","Other Schemes",11.0,973036.0,665.94,41.07,624.87,14480.86,14334.18,0.0,0.0
1107,"01-01-2021","Other ETFs","Open ended Schemes","Other Schemes",89.0,3632175.0,10025.94,3892.63,6133.31,256771.74,264042.16,0.0,0.0
1108,"01-01-2021","Fund of funds investing overseas","Open ended Schemes","Other Schemes",31.0,559695.0,938.73,183.82,754.91,9846.96,9580.64,0.0,0.0
1109,"01-01-2021","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",582.0,521576.0,0.0,0.13,-0.13,119169.36,119080.41,0.0,0.0
1110,"01-01-2021","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",22.0,59830.0,0.0,0.0,0.0,2655.59,2672.28,0.0,0.0
1111,"01-01-2021","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",9.0,89.0,0.0,0.0,0.0,2300.02,2296.31,0.0,0.0
1112,"01-01-2021","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",8.0,17980.0,0.0,93.6,-93.6,698.47,755.64,0.0,0.0
1113,"01-01-2021","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",25.0,445254.0,0.0,115.64,-115.64,4521.93,4741.06,0.0,0.0
1114,"01-01-2021","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",60.0,736143.0,0.0,2825.32,-2825.32,19135.37,20220.08,0.0,0.0
1115,"01-01-2021","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,"01-01-2021","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",23.0,3539.0,0.57,2.94,-2.37,379.03,379.27,0.0,0.0
1117,"01-01-2021","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,"01-01-2021","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,"01-01-2022","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",31.0,510759.0,385699.36,366341.81,19357.55,114032.31,111949.04,0.0,0.0
1120,"01-01-2022","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",38.0,1802028.0,240703.19,255101.1,-14397.91,347955.35,389150.4,0.0,0.0
1121,"01-01-2022","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",27.0,629207.0,16366.6,13397.23,2969.37,91471.79,92095.0,0.0,0.0
1122,"01-01-2022","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,1091088.0,19691.46,21654.94,-1963.48,125955.56,129829.33,3.0,15.12
1123,"01-01-2022","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,427920.0,27384.41,22665.81,4718.6,119521.25,120054.7,0.0,0.0
1124,"01-01-2022","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,594922.0,4531.5,7420.13,-2888.62,136221.97,138446.05,1.0,12.13
1125,"01-01-2022","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",16.0,288806.0,244.09,991.98,-747.89,34696.99,35000.72,5.0,321.08
1126,"01-01-2022","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,117657.0,544.69,572.03,-27.34,13966.23,14105.67,1.0,0.0
1127,"01-01-2022","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",2.0,25061.0,34.61,31.32,3.28,2556.11,2571.77,0.0,0.0
1128,"01-01-2022","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,240279.0,264.15,742.04,-477.89,27802.01,28128.37,2.0,122.32
1129,"01-01-2022","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,679222.0,4710.34,5646.07,-935.73,151204.32,150972.5,0.0,0.0
1130,"01-01-2022","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,275874.0,369.12,566.33,-197.21,28281.35,28414.38,6.0,162.08
1131,"01-01-2022","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,342606.0,4081.33,6618.54,-2537.22,104416.82,105285.8,0.0,0.0
1132,"01-01-2022","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,182627.0,663.4,995.4,-332.0,16114.74,16400.0,0.0,0.0
1133,"01-01-2022","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",4.0,46480.0,27.26,74.7,-47.44,1349.79,1377.91,0.0,0.0
1134,"01-01-2022","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,274724.0,10804.32,8212.78,2591.54,97798.27,98448.12,0.0,0.0
1135,"01-01-2022","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",14.0,2567227.0,1395.65,504.22,891.42,44515.64,43974.07,0.0,0.0
1136,"01-01-2022","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",32.0,12156461.0,4515.43,2625.19,1890.24,222736.62,226357.78,0.0,0.0
1137,"01-01-2022","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",27.0,6393977.0,2877.3,1154.65,1722.65,106993.67,107420.05,0.0,0.0
1138,"01-01-2022","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",27.0,8356221.0,3527.96,1757.94,1770.02,158940.86,160754.78,0.0,0.0
1139,"01-01-2022","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,7364508.0,3163.62,1665.15,1498.48,106373.64,107827.47,0.0,0.0
1140,"01-01-2022","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",8.0,556184.0,172.13,111.98,60.14,9593.08,9728.23,0.0,0.0
1141,"01-01-2022","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",22.0,3957921.0,1218.83,1382.24,-163.41,78514.39,79036.62,0.0,0.0
1142,"01-01-2022","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,4845840.0,2909.19,1095.76,1813.43,94529.79,96392.27,0.0,0.0
1143,"01-01-2022","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",116.0,11437336.0,5758.88,3685.97,2072.91,146129.47,147828.61,0.0,0.0
1144,"01-01-2022","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",40.0,13348560.0,2290.62,1485.89,804.73,146927.66,150683.1,0.0,0.0
1145,"01-01-2022","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,11291488.0,5404.61,2877.46,2527.16,222709.69,226103.48,0.0,0.0
1146,"01-01-2022","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",21.0,496665.0,1276.58,470.92,805.66,20781.47,20399.36,2.0,0.0
1147,"01-01-2022","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",33.0,5008192.0,3383.56,1843.76,1539.8,146836.02,147809.61,2.0,9.3273
1148,"01-01-2022","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",26.0,4118163.0,5153.83,2390.88,2762.95,173958.68,174985.91,0.0,0.0
1149,"01-01-2022","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",10.0,777800.0,499.65,304.8,194.85,19276.13,20032.19,0.0,0.0
1150,"01-01-2022","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",25.0,508149.0,7092.62,6137.64,954.98,101757.62,115463.75,0.0,0.0
1151,"01-01-2022","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",22.0,345178.0,955.31,983.76,-28.45,16242.69,17002.58,2.0,25.8129
1152,"01-01-2022","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",25.0,2673825.0,213.3,113.9,99.4,16415.7,16626.09,0.0,0.0
1153,"01-01-2022","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2888864.0,103.54,45.01,58.53,13156.61,13270.8,0.0,0.0
1154,"01-01-2022","Index Funds","Open ended Schemes","Other Schemes",68.0,2216086.0,5984.18,1069.75,4914.43,49906.11,47510.56,0.0,0.0
1155,"01-01-2022","GOLD ETF","Open ended Schemes","Other Schemes",11.0,3464739.0,166.02,617.71,-451.69,17839.89,18183.61,0.0,0.0
1156,"01-01-2022","Other ETFs","Open ended Schemes","Other Schemes",117.0,8939164.0,12821.26,8812.23,4009.03,390349.75,393879.83,0.0,0.0
1157,"01-01-2022","Fund of funds investing overseas","Open ended Schemes","Other Schemes",41.0,1182926.0,804.28,415.07,389.21,22127.6,22698.78,0.0,0.0
1158,"01-01-2022","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",288.0,187638.0,227.1,0.0,227.1,47925.31,47744.74,0.0,0.0
1159,"01-01-2022","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",13.0,30733.0,0.0,0.0,0.0,1614.3,1617.38,0.0,0.0
1160,"01-01-2022","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",8.0,80.0,0.0,0.0,0.0,1940.94,1935.22,0.0,0.0
1161,"01-01-2022","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",1.0,717.0,0.0,0.0,0.0,60.76,61.06,0.0,0.0
1162,"01-01-2022","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",20.0,317426.0,0.0,36.43,-36.43,3855.45,3952.68,0.0,0.0
1163,"01-01-2022","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",19.0,137246.0,0.0,298.99,-298.99,5384.77,6578.28,0.0,0.0
1164,"01-01-2022","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,"01-01-2022","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",21.0,3099.0,136.53,0.61,135.92,470.48,482.13,0.0,0.0
1166,"01-01-2022","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,"01-01-2022","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,"01-01-2023","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",32.0,623131.0,401691.2,405379.1,-3687.9,99542.47,115085.43,0.0,0.0
1169,"01-01-2023","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",36.0,1781851.0,338073.43,343115.11,-5041.68,395699.87,457973.25,0.0,0.0
1170,"01-01-2023","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,644605.0,13773.26,12008.12,1765.14,90803.7,91696.19,0.0,0.0
1171,"01-01-2023","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,964472.0,5625.47,6401.21,-775.74,93644.91,94340.52,1.0,0.0
1172,"01-01-2023","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,428094.0,27001.96,20541.97,6459.99,118387.77,117967.8,0.0,0.0
1173,"01-01-2023","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,511060.0,1989.47,5848.21,-3858.73,90304.91,93259.24,0.0,0.0
1174,"01-01-2023","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,253176.0,424.35,500.65,-76.3,26112.39,26097.87,3.0,0.0
1175,"01-01-2023","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,106677.0,65.14,71.89,-6.75,8850.88,8849.54,0.0,0.0
1176,"01-01-2023","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",6.0,39497.0,269.53,29.2,240.34,3718.68,3580.46,0.0,0.0
1177,"01-01-2023","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,219116.0,547.91,494.74,53.18,22832.7,22677.54,0.0,0.0
1178,"01-01-2023","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,611046.0,3151.11,5484.54,-2333.44,113809.54,116184.66,0.0,0.0
1179,"01-01-2023","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,249244.0,273.32,722.58,-449.27,25018.16,25289.59,3.0,0.0
1180,"01-01-2023","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,300675.0,1442.39,2615.3,-1172.9,73408.71,74609.55,0.0,0.0
1181,"01-01-2023","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,170646.0,400.77,457.67,-56.9,16329.91,16423.91,0.0,0.0
1182,"01-01-2023","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",5.0,41972.0,84.36,21.95,62.41,1660.64,1615.89,0.0,0.0
1183,"01-01-2023","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,243940.0,2309.08,3746.66,-1437.58,57660.86,58285.62,0.0,0.0
1184,"01-01-2023","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",17.0,3922006.0,2713.75,940.72,1773.02,66099.74,65572.43,0.0,0.0
1185,"01-01-2023","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,12945224.0,3296.24,2580.26,715.98,238101.31,241392.09,0.0,0.0
1186,"01-01-2023","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,7675827.0,3077.55,1175.55,1901.99,126580.53,127375.54,0.0,0.0
1187,"01-01-2023","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,10369025.0,3563.13,1935.07,1628.06,183062.72,183816.94,0.0,0.0
1188,"01-01-2023","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,10430356.0,3491.35,1235.49,2255.85,130890.12,130535.39,0.0,0.0
1189,"01-01-2023","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",8.0,594130.0,123.0,120.83,2.18,10251.98,10280.24,0.0,0.0
1190,"01-01-2023","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",22.0,4535765.0,1477.98,714.69,763.29,90344.9,90826.0,0.0,0.0
1191,"01-01-2023","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,5322806.0,1704.29,1520.98,183.31,100330.58,101855.15,0.0,0.0
